,t,u,y
168,27.53531388888889,1,1.8317867965
169,27.701980555555558,1,1.8422089348
170,27.868647222222233,1,1.84963276
171,28.03531388888889,1,1.8354716593
172,28.201980555555558,1,1.8388858472999998
173,28.368647222222233,1,1.8399080848
174,28.53531388888889,1,1.827121288
175,28.701980555555558,1,1.8367190430000002
176,28.868647222222233,1,1.8161684205
177,29.03531388888889,1,1.8204319238999997
178,29.201980555555558,1,1.8321585674
179,29.368647222222233,1,1.8317208873
180,29.53531388888889,1,1.8293916835
181,29.701980555555558,1,1.8219661202
182,29.868647222222233,1,1.8298899606999999
183,30.03531388888889,1,1.8302683163
184,30.201980555555558,1,1.8209712965
185,30.368647222222233,1,1.8191128730000001
186,30.53531388888889,1,1.8212174587
187,30.701980555555558,1,1.8196089479
188,30.868647222222233,1,1.8269765672999998
189,31.03531388888889,1,1.8306346474000001
190,31.201980555555558,1,1.8334531406999999
191,31.368647222222233,1,1.7384902309
192,31.64476666666667,1,1.7786540133000002
193,31.81143333333333,1,1.7676735758000002
194,31.9781,1,1.7503836554000003
195,32.14476666666667,1,1.7449419882
