t,x,y,z,fl
1.542477408427000046e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.791600086301565170e+03,3.855438786719361632e-06
1.542477720762000084e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.791550086300820112e+03,3.793374617450388705e-06
1.542478035569000006e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.790500086285173893e+03,4.033142459578820330e-06
1.542478354535000086e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.791350086297839880e+03,3.813701023212011939e-06
1.542478670709000111e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.790375086283311248e+03,3.674589523559992269e-06
1.542478988365000010e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.791575086301192641e+03,3.728342655153092511e-06
1.542479303875000000e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.792000086307525635e+03,3.635098871239077134e-06
1.542479616828000069e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.791975086307153106e+03,3.825821198412547285e-06
1.542479931397000074e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.790625086287036538e+03,3.852154303894263590e-06
1.542480249507999897e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.792075086308643222e+03,3.862703111451127466e-06
1.542480565243999958e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.791400086298584938e+03,3.589278857152946992e-06
1.542480877355000019e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.791375086298212409e+03,3.690139384282581384e-06
1.542481194197999954e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.791800086304545403e+03,3.929137903371736668e-06
1.542481507836999893e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.791700086303055286e+03,3.910436837264613492e-06
1.542481822956000090e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.792625086316838861e+03,4.068555980405789219e-06
1.542482137677000046e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.791700086303055286e+03,3.814430469071020905e-06
1.542482451628000021e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.791650086302310228e+03,4.098166944409270592e-06
1.542482763588999987e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.791550086300820112e+03,3.986947648375617549e-06
1.542483076556999922e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.791500086300075054e+03,4.052148306894505148e-06
1.542483394588999987e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.791975086307153106e+03,4.006846235564449644e-06
1.542483712138000011e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.793375086328014731e+03,4.101605394725314862e-06
1.542484026275000095e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.793250086326152086e+03,4.141989277970299394e-06
1.542484338161999941e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.793225086325779557e+03,3.937413366524291562e-06
1.542484654335000038e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.792475086314603686e+03,4.028173969467275621e-06
1.542484968605999947e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.792450086314231157e+03,3.896921022804488321e-06
1.542485285141000032e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.792725086318328977e+03,4.095477221175861259e-06
1.542485597612999916e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.792725086318328977e+03,3.819329632775449270e-06
1.542485910046000004e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.792750086318701506e+03,3.981420809225890243e-06
1.542486224108000040e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.792725086318328977e+03,3.777045973608869954e-06
1.542486538549000025e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.792675086317583919e+03,3.764775006995059693e-06
1.542486851381000042e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.792200086310505867e+03,3.650741152326868144e-06
1.542487167361999989e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.791275086296722293e+03,3.825616159690479359e-06
1.542487481010999918e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.791175086295232177e+03,4.015398472695765660e-06
1.542487794653000116e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.791050086293369532e+03,3.697666773076185363e-06
1.542488110470999956e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.792450086314231157e+03,3.889622029697147257e-06
1.542488427736000061e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.793275086326524615e+03,3.671970362863206208e-06
1.542488745421000004e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.792650086317211390e+03,3.795769345629520618e-06
1.542489057197999954e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.792725086318328977e+03,3.979414736842605140e-06
1.542489370874000072e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.791725086303427815e+03,3.695810930034422880e-06
1.542489687805999994e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.793175086325034499e+03,3.668989585625105402e-06
1.542489999888999939e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.793150086324661970e+03,3.656941153534425884e-06
1.542490312384000063e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.792600086316466331e+03,3.788904055241452504e-06
1.542490630198999882e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.793750086333602667e+03,3.675521411200712990e-06
1.542490942069999933e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.793725086333230138e+03,3.902361943628942099e-06
1.542491257673000097e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.793700086332857609e+03,3.992030617094747896e-06
1.542491574375999928e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.792500086314976215e+03,3.918428394261456115e-06
1.542491886801000118e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.791825086304917932e+03,3.861455084722307680e-06
1.542492202038000107e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.791775086304172873e+03,3.842515852744887088e-06
1.542492515780999899e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.792225086310878396e+03,3.784437261036483074e-06
1.542492828826999903e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.792150086309760809e+03,3.553020559379486269e-06
1.542493141924999952e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.791725086303427815e+03,3.587722046359291158e-06
1.542493453783999920e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.791650086302310228e+03,3.814359156053526474e-06
1.542493769398000002e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.791600086301565170e+03,3.877293909139457150e-06
1.542494084700999975e+09,4.468800000000000000e+04,-8.595000000000000000e+04,5.791600086301565170e+03,3.629698726470174001e-06
