t, u
1.542464334438999891e+09,1.000000000000000000e+00
1.542464365706000090e+09,1.000000000000000000e+00
1.542464396976999998e+09,1.000000000000000000e+00
1.542464428237999916e+09,1.000000000000000000e+00
1.542464462552999973e+09,1.000000000000000000e+00
1.542464494019999981e+09,1.000000000000000000e+00
1.542464525282000065e+09,1.000000000000000000e+00
1.542464556552999973e+09,1.000000000000000000e+00
1.542464587825999975e+09,1.000000000000000000e+00
1.542464619104000092e+09,1.000000000000000000e+00
1.542464650369999886e+09,1.000000000000000000e+00
1.542464681637000084e+09,1.000000000000000000e+00
1.542464712907999992e+09,1.000000000000000000e+00
1.542464744180999994e+09,1.000000000000000000e+00
1.542464776207000017e+09,1.000000000000000000e+00
1.542464807680999994e+09,1.000000000000000000e+00
1.542464838953999996e+09,1.000000000000000000e+00
1.542464870217000008e+09,1.000000000000000000e+00
1.542464901487999916e+09,1.000000000000000000e+00
1.542464932753999949e+09,1.000000000000000000e+00
1.542464964013999939e+09,1.000000000000000000e+00
1.542464995276000023e+09,1.000000000000000000e+00
1.542465026549999952e+09,1.000000000000000000e+00
1.542465057811000109e+09,1.000000000000000000e+00
1.542465091193000078e+09,1.000000000000000000e+00
1.542465122663000107e+09,1.000000000000000000e+00
1.542465153930000067e+09,1.000000000000000000e+00
1.542465185196000099e+09,1.000000000000000000e+00
1.542465216457000017e+09,1.000000000000000000e+00
1.542465247723000050e+09,1.000000000000000000e+00
1.542465278989000082e+09,1.000000000000000000e+00
1.542465310250000000e+09,1.000000000000000000e+00
1.542465341523999929e+09,1.000000000000000000e+00
1.542465372789000034e+09,1.000000000000000000e+00
1.542465406364000082e+09,1.000000000000000000e+00
1.542465437844000101e+09,1.000000000000000000e+00
1.542465469115999937e+09,1.000000000000000000e+00
1.542465500388999939e+09,1.000000000000000000e+00
1.542465531671999931e+09,1.000000000000000000e+00
1.542465562941999912e+09,1.000000000000000000e+00
1.542465594213000059e+09,1.000000000000000000e+00
1.542465625479000092e+09,1.000000000000000000e+00
1.542465656744999886e+09,1.000000000000000000e+00
1.542465688010999918e+09,1.000000000000000000e+00
1.542465720979000092e+09,1.000000000000000000e+00
1.542465752456000090e+09,1.000000000000000000e+00
1.542465783726999998e+09,1.000000000000000000e+00
1.542465814994999886e+09,1.000000000000000000e+00
1.542465846262000084e+09,1.000000000000000000e+00
1.542465877532000065e+09,1.000000000000000000e+00
1.542465908793999910e+09,1.000000000000000000e+00
1.542465940062000036e+09,1.000000000000000000e+00
1.542465971328000069e+09,1.000000000000000000e+00
1.542466002594000101e+09,1.000000000000000000e+00
1.542466037631999969e+09,1.000000000000000000e+00
1.542466069099999905e+09,1.000000000000000000e+00
1.542466100361999989e+09,1.000000000000000000e+00
1.542466131622999907e+09,1.000000000000000000e+00
1.542466162884000063e+09,1.000000000000000000e+00
1.542466194154000044e+09,1.000000000000000000e+00
1.542466225427000046e+09,1.000000000000000000e+00
1.542466256697999954e+09,1.000000000000000000e+00
1.542466287964999914e+09,1.000000000000000000e+00
1.542466319234999895e+09,1.000000000000000000e+00
1.542466352744999886e+09,1.000000000000000000e+00
1.542466384217999935e+09,1.000000000000000000e+00
1.542466415484999895e+09,1.000000000000000000e+00
1.542466446752000093e+09,1.000000000000000000e+00
1.542466478023000002e+09,1.000000000000000000e+00
1.542466509290999889e+09,1.000000000000000000e+00
1.542466540551000118e+09,1.000000000000000000e+00
1.542466571822999954e+09,1.000000000000000000e+00
1.542466603095000029e+09,1.000000000000000000e+00
1.542466634365000010e+09,1.000000000000000000e+00
1.542466671717999935e+09,1.000000000000000000e+00
1.542466703197000027e+09,1.000000000000000000e+00
1.542466734479000092e+09,1.000000000000000000e+00
1.542466765750000000e+09,1.000000000000000000e+00
1.542466797022000074e+09,1.000000000000000000e+00
1.542466828282000065e+09,1.000000000000000000e+00
1.542466859542999983e+09,1.000000000000000000e+00
1.542466890813999891e+09,1.000000000000000000e+00
1.542466922075000048e+09,1.000000000000000000e+00
1.542466953342000008e+09,1.000000000000000000e+00
1.542466986081000090e+09,1.000000000000000000e+00
1.542467017559000015e+09,1.000000000000000000e+00
1.542467048825000048e+09,1.000000000000000000e+00
1.542467080098000050e+09,1.000000000000000000e+00
1.542467111369999886e+09,1.000000000000000000e+00
1.542467142640000105e+09,1.000000000000000000e+00
1.542467173910000086e+09,1.000000000000000000e+00
1.542467205180999994e+09,1.000000000000000000e+00
1.542467236460000038e+09,1.000000000000000000e+00
1.542467267726000071e+09,1.000000000000000000e+00
1.542467300236999989e+09,1.000000000000000000e+00
1.542467331716000080e+09,1.000000000000000000e+00
1.542467362987999916e+09,1.000000000000000000e+00
1.542467394260999918e+09,1.000000000000000000e+00
1.542467425526999950e+09,1.000000000000000000e+00
1.542467456798000097e+09,1.000000000000000000e+00
1.542467488068000078e+09,1.000000000000000000e+00
1.542467519334000111e+09,1.000000000000000000e+00
1.542467550605999947e+09,1.000000000000000000e+00
1.542467581867000103e+09,1.000000000000000000e+00
1.542467615948999882e+09,1.000000000000000000e+00
1.542467647421999931e+09,1.000000000000000000e+00
1.542467678687999964e+09,1.000000000000000000e+00
1.542467709959000111e+09,1.000000000000000000e+00
1.542467741224999905e+09,1.000000000000000000e+00
1.542467772496000051e+09,1.000000000000000000e+00
1.542467803766000032e+09,1.000000000000000000e+00
1.542467835039999962e+09,1.000000000000000000e+00
1.542467866302000046e+09,1.000000000000000000e+00
1.542467897569000006e+09,1.000000000000000000e+00
1.542467929250000000e+09,1.000000000000000000e+00
1.542467960721999884e+09,1.000000000000000000e+00
1.542467991983000040e+09,1.000000000000000000e+00
1.542468023244999886e+09,1.000000000000000000e+00
1.542468054506999969e+09,1.000000000000000000e+00
1.542468085769000053e+09,1.000000000000000000e+00
1.542468117030999899e+09,1.000000000000000000e+00
1.542468148302000046e+09,1.000000000000000000e+00
1.542468179569000006e+09,1.000000000000000000e+00
1.542468210838999987e+09,1.000000000000000000e+00
1.542468242841000080e+09,1.000000000000000000e+00
1.542468274309999943e+09,1.000000000000000000e+00
1.542468305575999975e+09,1.000000000000000000e+00
1.542468336848000050e+09,1.000000000000000000e+00
1.542468368118000031e+09,1.000000000000000000e+00
1.542468399384000063e+09,1.000000000000000000e+00
1.542468430654000044e+09,1.000000000000000000e+00
1.542468461915999889e+09,1.000000000000000000e+00
1.542468493177999973e+09,1.000000000000000000e+00
1.542468524444000006e+09,1.000000000000000000e+00
1.542468559678999901e+09,1.000000000000000000e+00
1.542468591148000002e+09,1.000000000000000000e+00
1.542468622418999910e+09,1.000000000000000000e+00
1.542468653690999985e+09,1.000000000000000000e+00
1.542468684963000059e+09,1.000000000000000000e+00
1.542468716233999968e+09,1.000000000000000000e+00
1.542468747500000000e+09,1.000000000000000000e+00
1.542468778762000084e+09,1.000000000000000000e+00
1.542468810029999971e+09,1.000000000000000000e+00
1.542468841302000046e+09,1.000000000000000000e+00
1.542468873157000065e+09,1.000000000000000000e+00
1.542468904631000042e+09,1.000000000000000000e+00
1.542468935898000002e+09,1.000000000000000000e+00
1.542468967168999910e+09,1.000000000000000000e+00
1.542468998434999943e+09,1.000000000000000000e+00
1.542469029703000069e+09,1.000000000000000000e+00
1.542469060980999947e+09,1.000000000000000000e+00
1.542469092253000021e+09,1.000000000000000000e+00
1.542469123519000053e+09,1.000000000000000000e+00
1.542469154785000086e+09,1.000000000000000000e+00
1.542469191582999945e+09,1.000000000000000000e+00
1.542469223061000109e+09,1.000000000000000000e+00
1.542469254331000090e+09,1.000000000000000000e+00
1.542469285594000101e+09,1.000000000000000000e+00
1.542469316859999895e+09,1.000000000000000000e+00
1.542469348125999928e+09,1.000000000000000000e+00
1.542469379391999960e+09,1.000000000000000000e+00
1.542469410661999941e+09,1.000000000000000000e+00
1.542469441927999973e+09,1.000000000000000000e+00
1.542469473194999933e+09,1.000000000000000000e+00
1.542469507400000095e+09,1.000000000000000000e+00
1.542469538874000072e+09,1.000000000000000000e+00
1.542469570141000032e+09,1.000000000000000000e+00
1.542469601407999992e+09,1.000000000000000000e+00
1.542469632674000025e+09,1.000000000000000000e+00
1.542469663940000057e+09,1.000000000000000000e+00
1.542469695210999966e+09,1.000000000000000000e+00
1.542469726483000040e+09,1.000000000000000000e+00
1.542469757744999886e+09,1.000000000000000000e+00
1.542469789016000032e+09,1.000000000000000000e+00
1.542469826548000097e+09,1.000000000000000000e+00
1.542469858016999960e+09,1.000000000000000000e+00
1.542469889282999992e+09,1.000000000000000000e+00
1.542469920552999973e+09,1.000000000000000000e+00
1.542469951819000006e+09,1.000000000000000000e+00
1.542469983091000080e+09,1.000000000000000000e+00
1.542470014358999968e+09,1.000000000000000000e+00
1.542470045625999928e+09,1.000000000000000000e+00
1.542470076895999908e+09,1.000000000000000000e+00
1.542470108157999992e+09,1.000000000000000000e+00
1.542470140101000071e+09,1.000000000000000000e+00
1.542470171575999975e+09,1.000000000000000000e+00
1.542470202848000050e+09,1.000000000000000000e+00
1.542470234118999958e+09,1.000000000000000000e+00
1.542470265385999918e+09,1.000000000000000000e+00
1.542470296655999899e+09,1.000000000000000000e+00
1.542470327921999931e+09,1.000000000000000000e+00
1.542470359191999912e+09,1.000000000000000000e+00
1.542470390457999945e+09,1.000000000000000000e+00
1.542470421724999905e+09,1.000000000000000000e+00
1.542470459153000116e+09,1.000000000000000000e+00
1.542470490628000021e+09,1.000000000000000000e+00
1.542470521894000053e+09,1.000000000000000000e+00
1.542470553161000013e+09,1.000000000000000000e+00
1.542470584427000046e+09,1.000000000000000000e+00
1.542470615693000078e+09,1.000000000000000000e+00
1.542470646960000038e+09,1.000000000000000000e+00
1.542470678220999956e+09,1.000000000000000000e+00
1.542470709487999916e+09,1.000000000000000000e+00
1.542470740753999949e+09,1.000000000000000000e+00
1.542470772269999981e+09,1.000000000000000000e+00
1.542470803752000093e+09,1.000000000000000000e+00
1.542470835017999887e+09,1.000000000000000000e+00
1.542470866290999889e+09,1.000000000000000000e+00
1.542470897562000036e+09,1.000000000000000000e+00
1.542470928832999945e+09,1.000000000000000000e+00
1.542470960101999998e+09,1.000000000000000000e+00
1.542470991371999979e+09,1.000000000000000000e+00
1.542471022641999960e+09,1.000000000000000000e+00
1.542471053908999920e+09,1.000000000000000000e+00
1.542471087578000069e+09,1.000000000000000000e+00
1.542471119048000097e+09,1.000000000000000000e+00
1.542471150313999891e+09,1.000000000000000000e+00
1.542471181573999882e+09,1.000000000000000000e+00
1.542471212858999968e+09,1.000000000000000000e+00
1.542471244125999928e+09,1.000000000000000000e+00
1.542471275391999960e+09,1.000000000000000000e+00
1.542471306661999941e+09,1.000000000000000000e+00
1.542471337927999973e+09,1.000000000000000000e+00
1.542471369197000027e+09,1.000000000000000000e+00
1.542471400822999954e+09,1.000000000000000000e+00
1.542471432296000004e+09,1.000000000000000000e+00
1.542471463568000078e+09,1.000000000000000000e+00
1.542471494835000038e+09,1.000000000000000000e+00
1.542471526101000071e+09,1.000000000000000000e+00
1.542471557368000031e+09,1.000000000000000000e+00
1.542471588628999949e+09,1.000000000000000000e+00
1.542471619898999929e+09,1.000000000000000000e+00
1.542471651164999962e+09,1.000000000000000000e+00
1.542471682427000046e+09,1.000000000000000000e+00
1.542471721644999981e+09,1.000000000000000000e+00
1.542471753119999886e+09,1.000000000000000000e+00
1.542471784388000011e+09,1.000000000000000000e+00
1.542471815673000097e+09,1.000000000000000000e+00
1.542471846943000078e+09,1.000000000000000000e+00
1.542471878209000111e+09,1.000000000000000000e+00
1.542471909470999956e+09,1.000000000000000000e+00
1.542471940737999916e+09,1.000000000000000000e+00
1.542471972007999897e+09,1.000000000000000000e+00
1.542472003273999929e+09,1.000000000000000000e+00
1.542472039415999889e+09,1.000000000000000000e+00
1.542472070888999939e+09,1.000000000000000000e+00
1.542472102155999899e+09,1.000000000000000000e+00
1.542472133423000097e+09,1.000000000000000000e+00
1.542472164693000078e+09,1.000000000000000000e+00
1.542472195963000059e+09,1.000000000000000000e+00
1.542472227229000092e+09,1.000000000000000000e+00
1.542472258496000051e+09,1.000000000000000000e+00
1.542472289778000116e+09,1.000000000000000000e+00
1.542472321046999931e+09,1.000000000000000000e+00
1.542472355546999931e+09,1.000000000000000000e+00
1.542472387025000095e+09,1.000000000000000000e+00
1.542472418302000046e+09,1.000000000000000000e+00
1.542472449569000006e+09,1.000000000000000000e+00
1.542472480835000038e+09,1.000000000000000000e+00
1.542472512101000071e+09,1.000000000000000000e+00
1.542472543367000103e+09,1.000000000000000000e+00
1.542472574632999897e+09,1.000000000000000000e+00
1.542472605904999971e+09,1.000000000000000000e+00
1.542472637177999973e+09,1.000000000000000000e+00
1.542472672269000053e+09,1.000000000000000000e+00
1.542472703746999979e+09,1.000000000000000000e+00
1.542472735012000084e+09,1.000000000000000000e+00
1.542472766295000076e+09,1.000000000000000000e+00
1.542472797565999985e+09,1.000000000000000000e+00
1.542472828838999987e+09,1.000000000000000000e+00
1.542472860108999968e+09,1.000000000000000000e+00
1.542472891375000000e+09,1.000000000000000000e+00
1.542472922637000084e+09,1.000000000000000000e+00
1.542472953903000116e+09,1.000000000000000000e+00
1.542472990476000071e+09,1.000000000000000000e+00
1.542473021947999954e+09,1.000000000000000000e+00
1.542473053217999935e+09,1.000000000000000000e+00
1.542473084484999895e+09,1.000000000000000000e+00
1.542473115759000063e+09,1.000000000000000000e+00
1.542473147026000023e+09,1.000000000000000000e+00
1.542473178292000055e+09,1.000000000000000000e+00
1.542473209559999943e+09,1.000000000000000000e+00
1.542473240825999975e+09,1.000000000000000000e+00
1.542473272094000101e+09,1.000000000000000000e+00
1.542473308865999937e+09,1.000000000000000000e+00
1.542473340342000008e+09,1.000000000000000000e+00
1.542473371608000040e+09,1.000000000000000000e+00
1.542473402874000072e+09,1.000000000000000000e+00
1.542473434140000105e+09,1.000000000000000000e+00
1.542473465400000095e+09,1.000000000000000000e+00
1.542473496665999889e+09,1.000000000000000000e+00
1.542473527938999891e+09,1.000000000000000000e+00
1.542473559204999924e+09,1.000000000000000000e+00
1.542473590471999884e+09,1.000000000000000000e+00
1.542473627079999924e+09,1.000000000000000000e+00
1.542473658559999943e+09,1.000000000000000000e+00
1.542473689831000090e+09,1.000000000000000000e+00
1.542473721096999884e+09,1.000000000000000000e+00
1.542473752365000010e+09,1.000000000000000000e+00
1.542473783631999969e+09,1.000000000000000000e+00
1.542473814898999929e+09,1.000000000000000000e+00
1.542473846164999962e+09,1.000000000000000000e+00
1.542473877434999943e+09,1.000000000000000000e+00
1.542473908700999975e+09,1.000000000000000000e+00
1.542473947552999973e+09,1.000000000000000000e+00
1.542473979029999971e+09,1.000000000000000000e+00
1.542474010298000097e+09,1.000000000000000000e+00
1.542474041565000057e+09,1.000000000000000000e+00
1.542474072835999966e+09,1.000000000000000000e+00
1.542474104105999947e+09,1.000000000000000000e+00
1.542474135368000031e+09,1.000000000000000000e+00
1.542474166634999990e+09,1.000000000000000000e+00
1.542474197905999899e+09,1.000000000000000000e+00
1.542474229183000088e+09,1.000000000000000000e+00
1.542474266490000010e+09,1.000000000000000000e+00
1.542474297959000111e+09,1.000000000000000000e+00
1.542474329224999905e+09,1.000000000000000000e+00
1.542474360492000103e+09,1.000000000000000000e+00
1.542474391762000084e+09,1.000000000000000000e+00
1.542474423039999962e+09,1.000000000000000000e+00
1.542474454309999943e+09,1.000000000000000000e+00
1.542474485581000090e+09,1.000000000000000000e+00
1.542474516854000092e+09,1.000000000000000000e+00
1.542474548115999937e+09,1.000000000000000000e+00
1.542474583028000116e+09,1.000000000000000000e+00
1.542474614500999928e+09,1.000000000000000000e+00
1.542474645770999908e+09,1.000000000000000000e+00
1.542474677042000055e+09,1.000000000000000000e+00
1.542474708306999922e+09,1.000000000000000000e+00
1.542474739569999933e+09,1.000000000000000000e+00
1.542474770839999914e+09,1.000000000000000000e+00
1.542474802109999895e+09,1.000000000000000000e+00
1.542474833375999928e+09,1.000000000000000000e+00
1.542474864642999887e+09,1.000000000000000000e+00
1.542474899961999893e+09,1.000000000000000000e+00
1.542474931438999891e+09,1.000000000000000000e+00
1.542474962709000111e+09,1.000000000000000000e+00
1.542474993994999886e+09,1.000000000000000000e+00
1.542475025267999887e+09,1.000000000000000000e+00
1.542475056529000044e+09,1.000000000000000000e+00
1.542475087795000076e+09,1.000000000000000000e+00
1.542475119055999994e+09,1.000000000000000000e+00
1.542475150322000027e+09,1.000000000000000000e+00
1.542475181588999987e+09,1.000000000000000000e+00
1.542475213868000031e+09,1.000000000000000000e+00
1.542475245341000080e+09,1.000000000000000000e+00
1.542475276627000093e+09,1.000000000000000000e+00
1.542475307892999887e+09,1.000000000000000000e+00
1.542475339165999889e+09,1.000000000000000000e+00
1.542475370433000088e+09,1.000000000000000000e+00
1.542475401703999996e+09,1.000000000000000000e+00
1.542475432970000029e+09,1.000000000000000000e+00
1.542475464236000061e+09,1.000000000000000000e+00
1.542475495503000021e+09,1.000000000000000000e+00
1.542475530513999939e+09,1.000000000000000000e+00
1.542475561983000040e+09,1.000000000000000000e+00
1.542475593249000072e+09,1.000000000000000000e+00
1.542475624519000053e+09,1.000000000000000000e+00
1.542475655786000013e+09,1.000000000000000000e+00
1.542475687052000046e+09,1.000000000000000000e+00
1.542475718318000078e+09,1.000000000000000000e+00
1.542475749584000111e+09,1.000000000000000000e+00
1.542475780848999977e+09,1.000000000000000000e+00
1.542475812115999937e+09,1.000000000000000000e+00
1.542475844753999949e+09,1.000000000000000000e+00
1.542475876227999926e+09,1.000000000000000000e+00
1.542475907494999886e+09,1.000000000000000000e+00
1.542475938760999918e+09,1.000000000000000000e+00
1.542475970026999950e+09,1.000000000000000000e+00
1.542476001293999910e+09,1.000000000000000000e+00
1.542476032559999943e+09,1.000000000000000000e+00
1.542476063829999924e+09,1.000000000000000000e+00
1.542476095101000071e+09,1.000000000000000000e+00
1.542476126368000031e+09,1.000000000000000000e+00
1.542476158298000097e+09,1.000000000000000000e+00
1.542476189776000023e+09,1.000000000000000000e+00
1.542476221049000025e+09,1.000000000000000000e+00
1.542476252319999933e+09,1.000000000000000000e+00
1.542476283591000080e+09,1.000000000000000000e+00
1.542476314864000082e+09,1.000000000000000000e+00
1.542476346134000063e+09,1.000000000000000000e+00
1.542476377400000095e+09,1.000000000000000000e+00
1.542476408661999941e+09,1.000000000000000000e+00
1.542476439927999973e+09,1.000000000000000000e+00
1.542476472825999975e+09,1.000000000000000000e+00
1.542476504305000067e+09,1.000000000000000000e+00
1.542476535571000099e+09,1.000000000000000000e+00
1.542476566836999893e+09,1.000000000000000000e+00
1.542476598108999968e+09,1.000000000000000000e+00
1.542476629394000053e+09,1.000000000000000000e+00
1.542476660664000034e+09,1.000000000000000000e+00
1.542476691934000015e+09,1.000000000000000000e+00
1.542476723207000017e+09,1.000000000000000000e+00
1.542476754470000029e+09,1.000000000000000000e+00
1.542476787851999998e+09,1.000000000000000000e+00
1.542476819331000090e+09,1.000000000000000000e+00
1.542476850592000008e+09,1.000000000000000000e+00
1.542476881858999968e+09,1.000000000000000000e+00
1.542476913125999928e+09,1.000000000000000000e+00
1.542476944397000074e+09,1.000000000000000000e+00
1.542476975667000055e+09,1.000000000000000000e+00
1.542477006940000057e+09,1.000000000000000000e+00
1.542477038207000017e+09,1.000000000000000000e+00
1.542477069477999926e+09,1.000000000000000000e+00
1.542477102815000057e+09,1.000000000000000000e+00
1.542477134289000034e+09,1.000000000000000000e+00
1.542477165559000015e+09,1.000000000000000000e+00
1.542477196825000048e+09,1.000000000000000000e+00
1.542477228086999893e+09,1.000000000000000000e+00
1.542477259352999926e+09,1.000000000000000000e+00
1.542477290615000010e+09,1.000000000000000000e+00
1.542477321885999918e+09,1.000000000000000000e+00
1.542477353154000044e+09,1.000000000000000000e+00
1.542477384421999931e+09,1.000000000000000000e+00
1.542477417289999962e+09,1.000000000000000000e+00
1.542477448763000011e+09,1.000000000000000000e+00
1.542477480029000044e+09,1.000000000000000000e+00
1.542477511302000046e+09,1.000000000000000000e+00
1.542477542569000006e+09,1.000000000000000000e+00
1.542477573835999966e+09,1.000000000000000000e+00
1.542477605101999998e+09,1.000000000000000000e+00
1.542477636362999916e+09,1.000000000000000000e+00
1.542477667630000114e+09,1.000000000000000000e+00
1.542477698901999950e+09,1.000000000000000000e+00
1.542477730693000078e+09,1.000000000000000000e+00
1.542477762170000076e+09,1.000000000000000000e+00
1.542477793434999943e+09,1.000000000000000000e+00
1.542477824697000027e+09,0.000000000000000000e+00
1.542477854697000027e+09,0.000000000000000000e+00
1.542477884697999954e+09,0.000000000000000000e+00
1.542477914698999882e+09,0.000000000000000000e+00
1.542477944698999882e+09,0.000000000000000000e+00
1.542477974700000048e+09,0.000000000000000000e+00
1.542478004700000048e+09,0.000000000000000000e+00
1.542478044470999956e+09,0.000000000000000000e+00
1.542478074470999956e+09,0.000000000000000000e+00
1.542478104470999956e+09,0.000000000000000000e+00
1.542478134471999884e+09,0.000000000000000000e+00
1.542478164473000050e+09,0.000000000000000000e+00
1.542478194473000050e+09,0.000000000000000000e+00
1.542478224473999977e+09,0.000000000000000000e+00
1.542478254473999977e+09,0.000000000000000000e+00
1.542478284474999905e+09,0.000000000000000000e+00
1.542478314476000071e+09,0.000000000000000000e+00
1.542478363391999960e+09,0.000000000000000000e+00
1.542478393392999887e+09,0.000000000000000000e+00
1.542478423392999887e+09,0.000000000000000000e+00
1.542478453394000053e+09,0.000000000000000000e+00
1.542478483394999981e+09,0.000000000000000000e+00
1.542478513394999981e+09,0.000000000000000000e+00
1.542478543395999908e+09,0.000000000000000000e+00
1.542478573395999908e+09,0.000000000000000000e+00
1.542478603397000074e+09,0.000000000000000000e+00
1.542478633397000074e+09,0.000000000000000000e+00
1.542478679559000015e+09,0.000000000000000000e+00
1.542478709559000015e+09,0.000000000000000000e+00
1.542478739559999943e+09,0.000000000000000000e+00
1.542478769559999943e+09,0.000000000000000000e+00
1.542478799561000109e+09,0.000000000000000000e+00
1.542478829561000109e+09,0.000000000000000000e+00
1.542478859562000036e+09,0.000000000000000000e+00
1.542478889562000036e+09,0.000000000000000000e+00
1.542478919562999964e+09,0.000000000000000000e+00
1.542478949563999891e+09,0.000000000000000000e+00
1.542478997233000040e+09,0.000000000000000000e+00
1.542479027233000040e+09,0.000000000000000000e+00
1.542479057233999968e+09,0.000000000000000000e+00
1.542479087233999968e+09,0.000000000000000000e+00
1.542479117234999895e+09,0.000000000000000000e+00
1.542479147234999895e+09,0.000000000000000000e+00
1.542479177236000061e+09,0.000000000000000000e+00
1.542479207236000061e+09,0.000000000000000000e+00
1.542479237236999989e+09,0.000000000000000000e+00
1.542479267237999916e+09,0.000000000000000000e+00
1.542479312719000101e+09,0.000000000000000000e+00
1.542479342719000101e+09,0.000000000000000000e+00
1.542479372720000029e+09,0.000000000000000000e+00
1.542479402720000029e+09,0.000000000000000000e+00
1.542479432720999956e+09,0.000000000000000000e+00
1.542479462720999956e+09,0.000000000000000000e+00
1.542479492721999884e+09,0.000000000000000000e+00
1.542479522723000050e+09,0.000000000000000000e+00
1.542479552723000050e+09,0.000000000000000000e+00
1.542479582723999977e+09,0.000000000000000000e+00
1.542479625625999928e+09,0.000000000000000000e+00
1.542479655625999928e+09,0.000000000000000000e+00
1.542479685627000093e+09,0.000000000000000000e+00
1.542479715628000021e+09,0.000000000000000000e+00
1.542479745628000021e+09,0.000000000000000000e+00
1.542479775628999949e+09,0.000000000000000000e+00
1.542479805628999949e+09,0.000000000000000000e+00
1.542479835631000042e+09,0.000000000000000000e+00
1.542479865631999969e+09,0.000000000000000000e+00
1.542479895631999969e+09,0.000000000000000000e+00
1.542479940240999937e+09,0.000000000000000000e+00
1.542479970242000103e+09,0.000000000000000000e+00
1.542480000242000103e+09,0.000000000000000000e+00
1.542480030243000031e+09,0.000000000000000000e+00
1.542480060243000031e+09,0.000000000000000000e+00
1.542480090243999958e+09,0.000000000000000000e+00
1.542480120244999886e+09,0.000000000000000000e+00
1.542480150244999886e+09,0.000000000000000000e+00
1.542480180246000051e+09,0.000000000000000000e+00
1.542480210246000051e+09,0.000000000000000000e+00
1.542480258359999895e+09,0.000000000000000000e+00
1.542480288361000061e+09,0.000000000000000000e+00
1.542480318361999989e+09,0.000000000000000000e+00
1.542480348361999989e+09,0.000000000000000000e+00
1.542480378362999916e+09,0.000000000000000000e+00
1.542480408362999916e+09,0.000000000000000000e+00
1.542480438364000082e+09,0.000000000000000000e+00
1.542480468365000010e+09,0.000000000000000000e+00
1.542480498365000010e+09,0.000000000000000000e+00
1.542480528365999937e+09,0.000000000000000000e+00
1.542480574108999968e+09,0.000000000000000000e+00
1.542480604109999895e+09,0.000000000000000000e+00
1.542480634109999895e+09,0.000000000000000000e+00
1.542480664111000061e+09,0.000000000000000000e+00
1.542480694111000061e+09,0.000000000000000000e+00
1.542480724111999989e+09,0.000000000000000000e+00
1.542480754112999916e+09,0.000000000000000000e+00
1.542480784112999916e+09,0.000000000000000000e+00
1.542480814114000082e+09,0.000000000000000000e+00
1.542480844114000082e+09,0.000000000000000000e+00
1.542480886224999905e+09,0.000000000000000000e+00
1.542480916224999905e+09,0.000000000000000000e+00
1.542480946226000071e+09,0.000000000000000000e+00
1.542480976226000071e+09,0.000000000000000000e+00
1.542481006226999998e+09,0.000000000000000000e+00
1.542481036226999998e+09,0.000000000000000000e+00
1.542481066227999926e+09,0.000000000000000000e+00
1.542481096227999926e+09,0.000000000000000000e+00
1.542481126230000019e+09,0.000000000000000000e+00
1.542481156230999947e+09,0.000000000000000000e+00
1.542481203046999931e+09,0.000000000000000000e+00
1.542481233046999931e+09,0.000000000000000000e+00
1.542481263048000097e+09,0.000000000000000000e+00
1.542481293048000097e+09,0.000000000000000000e+00
1.542481323049000025e+09,0.000000000000000000e+00
1.542481353049000025e+09,0.000000000000000000e+00
1.542481383049999952e+09,0.000000000000000000e+00
1.542481413049999952e+09,0.000000000000000000e+00
1.542481443051000118e+09,0.000000000000000000e+00
1.542481473052000046e+09,0.000000000000000000e+00
1.542481516644000053e+09,0.000000000000000000e+00
1.542481546644999981e+09,0.000000000000000000e+00
1.542481576645999908e+09,0.000000000000000000e+00
1.542481606645999908e+09,0.000000000000000000e+00
1.542481636647000074e+09,0.000000000000000000e+00
1.542481666647000074e+09,0.000000000000000000e+00
1.542481696648000002e+09,0.000000000000000000e+00
1.542481726648000002e+09,0.000000000000000000e+00
1.542481756648999929e+09,0.000000000000000000e+00
1.542481786650000095e+09,0.000000000000000000e+00
1.542481831795000076e+09,0.000000000000000000e+00
1.542481861795000076e+09,0.000000000000000000e+00
1.542481891796000004e+09,0.000000000000000000e+00
1.542481921796000004e+09,0.000000000000000000e+00
1.542481951796999931e+09,0.000000000000000000e+00
1.542481981796999931e+09,0.000000000000000000e+00
1.542482011798000097e+09,0.000000000000000000e+00
1.542482041799000025e+09,0.000000000000000000e+00
1.542482071799000025e+09,0.000000000000000000e+00
1.542482101799999952e+09,0.000000000000000000e+00
1.542482146559000015e+09,0.000000000000000000e+00
1.542482176559999943e+09,0.000000000000000000e+00
1.542482206559999943e+09,0.000000000000000000e+00
1.542482236561000109e+09,0.000000000000000000e+00
1.542482266561000109e+09,0.000000000000000000e+00
1.542482296562000036e+09,0.000000000000000000e+00
1.542482326562999964e+09,0.000000000000000000e+00
1.542482356562999964e+09,0.000000000000000000e+00
1.542482386563999891e+09,0.000000000000000000e+00
1.542482416563999891e+09,0.000000000000000000e+00
1.542482460486000061e+09,0.000000000000000000e+00
1.542482490486999989e+09,0.000000000000000000e+00
1.542482520487999916e+09,0.000000000000000000e+00
1.542482550487999916e+09,0.000000000000000000e+00
1.542482580489000082e+09,0.000000000000000000e+00
1.542482610489000082e+09,0.000000000000000000e+00
1.542482640490000010e+09,0.000000000000000000e+00
1.542482670490000010e+09,0.000000000000000000e+00
1.542482700490999937e+09,0.000000000000000000e+00
